interval_from,interval_to,no2_B0_min,no2_B0_max,no2_B0_mean,no2_B0_stDev,no2_B0_sampleCount,no2_B0_noDataCount,shapefile,NUTS_ID,year,month,month_num
2024-11-01,2024-12-01,1.3091588698443957e-05,9.120635513681918e-05,5.070146199218931e-05,1.5478923938775633e-05,65536,35654,NUTS_SL_01m_2024.shp,SI0,2024,November,11
2024-12-01,2025-01-01,3.9094688872864936e-06,0.00017608933558221906,5.2397179704413324e-05,2.6853600849132647e-05,65536,36464,NUTS_SL_01m_2024.shp,SI0,2024,December,12
2018-04-01,2018-05-01,-9.38757602853002e-06,5.4907901358092204e-05,1.7417243967699087e-05,1.0565871377781132e-05,65536,54798,NUTS_SL_01m_2024.shp,SI03,2018,April,4
2018-05-01,2018-06-01,7.084099138410238e-07,4.3039952288381755e-05,2.1475593634376377e-05,7.834924601633702e-06,65536,50965,NUTS_SL_01m_2024.shp,SI03,2018,May,5
2018-06-01,2018-07-01,6.368284743984987e-07,5.544632949749939e-05,2.677165073995031e-05,9.110391780964513e-06,65536,54991,NUTS_SL_01m_2024.shp,SI03,2018,June,6
2018-07-01,2018-08-01,3.82196640202892e-06,4.662451465264894e-05,2.7627836189302863e-05,5.976218791772936e-06,65536,40972,NUTS_SL_01m_2024.shp,SI03,2018,July,7
2018-09-01,2018-10-01,-1.4307333913166076e-05,4.729440115625039e-05,1.9630784902752853e-05,1.00440993982785e-05,65536,39241,NUTS_SL_01m_2024.shp,SI03,2018,September,9
2018-10-01,2018-11-01,1.8320450863029691e-06,7.960617949720472e-05,2.8944213798823103e-05,1.2042316010763295e-05,65536,44660,NUTS_SL_01m_2024.shp,SI03,2018,October,10
2018-12-01,2019-01-01,-1.0079383173433598e-05,0.00010284154996043071,5.0430580380819653e-05,2.194941054764686e-05,65536,51571,NUTS_SL_01m_2024.shp,SI03,2018,December,12
2019-02-01,2019-03-01,3.459702384134289e-06,9.451867663301528e-05,4.4883320997312136e-05,1.6349296153418492e-05,65536,39184,NUTS_SL_01m_2024.shp,SI03,2019,February,2
2019-03-01,2019-04-01,-1.1570649803616107e-05,9.590238914825022e-05,2.5547957577585528e-05,1.09933074464138e-05,65536,39184,NUTS_SL_01m_2024.shp,SI03,2019,March,3
2019-05-01,2019-06-01,2.6284786144969985e-05,4.21391123381909e-05,3.7063005441984415e-05,4.004723926235369e-06,65536,65198,NUTS_SL_01m_2024.shp,SI03,2019,May,5
2019-06-01,2019-07-01,-1.4301393775895122e-06,4.791999526787549e-05,2.2195462839601748e-05,7.57406992143713e-06,65536,39184,NUTS_SL_01m_2024.shp,SI03,2019,June,6
2019-07-01,2019-08-01,-1.3431940715236124e-05,4.7636123781558126e-05,2.0420362251286745e-05,1.045148778238398e-05,65536,55050,NUTS_SL_01m_2024.shp,SI03,2019,July,7
2019-08-01,2019-09-01,-3.571226443455089e-06,5.5861837608972564e-05,2.568558576070287e-05,7.587903891626435e-06,65536,42724,NUTS_SL_01m_2024.shp,SI03,2019,August,8
2019-09-01,2019-10-01,-1.527223162156588e-06,6.227289122762159e-05,3.3813080650752864e-05,1.1618704204365823e-05,65536,47243,NUTS_SL_01m_2024.shp,SI03,2019,September,9
2019-10-01,2019-11-01,2.1537738575716503e-05,3.750473842956126e-05,2.433512035120083e-05,2.7943443593967597e-06,65536,65460,NUTS_SL_01m_2024.shp,SI03,2019,October,10
2019-11-01,2019-12-01,2.597868842713069e-06,0.0001229796325787902,6.142137029227572e-05,1.8383207638909847e-05,65536,50298,NUTS_SL_01m_2024.shp,SI03,2019,November,11
2019-12-01,2020-01-01,-8.246971447078977e-06,9.991890692617744e-05,4.312846858558706e-05,1.7855903901869787e-05,65536,40774,NUTS_SL_01m_2024.shp,SI03,2019,December,12
2020-01-01,2020-02-01,1.270208213099977e-05,7.163621921790764e-05,3.963697827998582e-05,1.3035349994299943e-05,65536,58564,NUTS_SL_01m_2024.shp,SI03,2020,January,1
2020-02-01,2020-03-01,1.0958993698295671e-05,8.206882193917409e-05,4.225462056440721e-05,1.5613549686887595e-05,65536,63178,NUTS_SL_01m_2024.shp,SI03,2020,February,2
2020-03-01,2020-04-01,2.8028209726471687e-06,5.548033368540928e-05,2.4934361071249087e-05,9.467181436493428e-06,65536,55289,NUTS_SL_01m_2024.shp,SI03,2020,March,3
2020-04-01,2020-05-01,1.3173780644137878e-05,4.477077891351655e-05,2.7333436394849172e-05,6.727411111783005e-06,65536,63525,NUTS_SL_01m_2024.shp,SI03,2020,April,4
2020-05-01,2020-06-01,5.106764092488447e-06,5.106764092488447e-06,5.106764092488447e-06,0.0,65536,65485,NUTS_SL_01m_2024.shp,SI03,2020,May,5
2020-06-01,2020-07-01,-6.515821837638214e-07,4.815127977053635e-05,2.1373468440353127e-05,8.761407604807835e-06,65536,50933,NUTS_SL_01m_2024.shp,SI03,2020,June,6
2020-07-01,2020-08-01,-1.6573743550907238e-06,5.499513281392865e-05,2.696081616870493e-05,1.005122232138703e-05,65536,55289,NUTS_SL_01m_2024.shp,SI03,2020,July,7
2020-09-01,2020-10-01,-4.6249833758338355e-06,9.255653276341036e-05,3.767911461216594e-05,1.5224425679850305e-05,65536,47348,NUTS_SL_01m_2024.shp,SI03,2020,September,9
2020-10-01,2020-11-01,-2.5344081223011017e-05,7.044889207463712e-05,2.141160408249774e-05,1.2869953059604979e-05,65536,39658,NUTS_SL_01m_2024.shp,SI03,2020,October,10
2020-11-01,2020-12-01,7.308425210794667e-06,8.841648377710953e-05,4.827716851160656e-05,1.8051983986068665e-05,65536,51232,NUTS_SL_01m_2024.shp,SI03,2020,November,11
2020-12-01,2021-01-01,2.5183042453136295e-05,7.26585349184461e-05,4.7917053507708906e-05,1.0852897981222854e-05,65536,63498,NUTS_SL_01m_2024.shp,SI03,2020,December,12
2021-02-01,2021-03-01,2.7802611839433666e-06,5.755749953095801e-05,3.1874456428013264e-05,1.0688128900448617e-05,65536,50550,NUTS_SL_01m_2024.shp,SI03,2021,February,2
2021-03-01,2021-04-01,-1.280989181395853e-05,0.00010984435357386246,2.7735613961008818e-05,1.4313841292898576e-05,65536,39333,NUTS_SL_01m_2024.shp,SI03,2021,March,3
2021-04-01,2021-05-01,-6.1761588767694775e-06,7.391483813989908e-05,1.9361966616595112e-05,1.3150038297432404e-05,65536,59552,NUTS_SL_01m_2024.shp,SI03,2021,April,4
2021-05-01,2021-06-01,3.2074506179924356e-06,4.157186413067393e-05,2.118151295554537e-05,9.399616087279784e-06,65536,63952,NUTS_SL_01m_2024.shp,SI03,2021,May,5
2021-06-01,2021-07-01,-1.9976623661932535e-05,6.27098124823533e-05,1.7484001255792312e-05,1.2790763724336893e-05,65536,48032,NUTS_SL_01m_2024.shp,SI03,2021,June,6
2021-07-01,2021-08-01,-1.2337917723925784e-05,5.844624320161529e-05,2.424560721479465e-05,1.2148376447978826e-05,65536,46889,NUTS_SL_01m_2024.shp,SI03,2021,July,7
2021-08-01,2021-09-01,-6.1626528804481495e-06,7.094199099810794e-05,2.7629039081907072e-05,1.1788855229935972e-05,65536,48198,NUTS_SL_01m_2024.shp,SI03,2021,August,8
2021-09-01,2021-10-01,-2.5997934471888584e-07,3.703905167640187e-05,1.643336739478243e-05,9.285813077411187e-06,65536,63282,NUTS_SL_01m_2024.shp,SI03,2021,September,9
2021-10-01,2021-11-01,-8.261777111329138e-06,9.868726192507893e-05,3.7231840916121475e-05,1.4912406171990083e-05,65536,42984,NUTS_SL_01m_2024.shp,SI03,2021,October,10
2021-11-01,2021-12-01,2.610351884868578e-06,0.00012531463289633393,4.739127900826026e-05,2.897782190932612e-05,65536,64603,NUTS_SL_01m_2024.shp,SI03,2021,November,11
2021-12-01,2022-01-01,-2.2002637706464157e-05,9.907136700348929e-05,4.604456462926788e-05,1.9271123429635178e-05,65536,40329,NUTS_SL_01m_2024.shp,SI03,2021,December,12
2022-01-01,2022-02-01,3.1267059966921806e-05,5.9717123804148287e-05,4.590872461955301e-05,1.4218929293393022e-05,65536,65297,NUTS_SL_01m_2024.shp,SI03,2022,January,1
2022-02-01,2022-03-01,7.23179118722328e-06,9.716094064060599e-05,4.178424790402194e-05,1.2197209457638122e-05,65536,57581,NUTS_SL_01m_2024.shp,SI03,2022,February,2
2022-04-01,2022-05-01,-6.622376531595364e-06,5.126400719746016e-05,2.203221985636411e-05,9.666931330809546e-06,65536,42374,NUTS_SL_01m_2024.shp,SI03,2022,April,4
2022-05-01,2022-06-01,-1.05642111520865e-05,5.1917835662607104e-05,2.089507962963274e-05,1.0490667759892702e-05,65536,53756,NUTS_SL_01m_2024.shp,SI03,2022,May,5
2022-06-01,2022-07-01,5.068795303486695e-07,4.7862002247711644e-05,2.2511798720906412e-05,8.7627937924841e-06,65536,52670,NUTS_SL_01m_2024.shp,SI03,2022,June,6
2022-07-01,2022-08-01,2.9260954761411995e-06,5.520452032214962e-05,2.3644281914815876e-05,1.0049769922126155e-05,65536,55315,NUTS_SL_01m_2024.shp,SI03,2022,July,7
2022-08-01,2022-09-01,1.7521088011562824e-05,5.925346340518445e-05,3.909334767359135e-05,9.806045176222127e-06,65536,61218,NUTS_SL_01m_2024.shp,SI03,2022,August,8
2022-09-01,2022-10-01,-7.468253443221329e-06,5.454173151520081e-05,2.205729083525995e-05,1.1539961305323147e-05,65536,59857,NUTS_SL_01m_2024.shp,SI03,2022,September,9
2022-10-01,2022-11-01,-4.837062874685216e-07,9.36025899136439e-05,3.589337731536906e-05,1.4961562191654637e-05,65536,43689,NUTS_SL_01m_2024.shp,SI03,2022,October,10
2022-12-01,2023-01-01,-3.574031143216416e-05,8.094216900644824e-05,1.9240506677554424e-05,2.0657434468846593e-05,65536,44737,NUTS_SL_01m_2024.shp,SI03,2022,December,12
2023-01-01,2023-02-01,2.410142542430549e-06,0.00011059433018090203,4.188819099945799e-05,1.8503000903261084e-05,65536,56492,NUTS_SL_01m_2024.shp,SI03,2023,January,1
2023-02-01,2023-03-01,5.786748261016328e-06,9.65599792834837e-06,8.888291811596602e-06,8.370635789412589e-07,65536,65440,NUTS_SL_01m_2024.shp,SI03,2023,February,2
2023-03-01,2023-04-01,1.4784897757635918e-05,2.478997157595586e-05,1.9407661200507156e-05,4.2343825896620095e-06,65536,65441,NUTS_SL_01m_2024.shp,SI03,2023,March,3
2023-04-01,2023-05-01,3.095762224347709e-07,3.3763921237550676e-05,1.6267219904533793e-05,7.79852439053311e-06,65536,60898,NUTS_SL_01m_2024.shp,SI03,2023,April,4
2023-05-01,2023-06-01,2.5617540813982487e-05,3.528332308633253e-05,2.9972540279382048e-05,3.1018542487004767e-06,65536,64549,NUTS_SL_01m_2024.shp,SI03,2023,May,5
2023-06-01,2023-07-01,4.7433563850063365e-06,6.782505079172552e-05,3.582495957436445e-05,1.0056358355152122e-05,65536,40077,NUTS_SL_01m_2024.shp,SI03,2023,June,6
2023-07-01,2023-08-01,-1.4002067473484203e-05,4.573407204588875e-05,1.4856907014163678e-05,1.070316572014204e-05,65536,53040,NUTS_SL_01m_2024.shp,SI03,2023,July,7
2023-08-01,2023-09-01,-1.1858594007208012e-05,4.539616929832846e-05,1.1565049311371166e-05,8.580584289103888e-06,65536,48351,NUTS_SL_01m_2024.shp,SI03,2023,August,8
2023-09-01,2023-10-01,-4.280069788364926e-06,5.462398621602915e-05,2.377469351670379e-05,1.0717304465452418e-05,65536,62252,NUTS_SL_01m_2024.shp,SI03,2023,September,9
2023-10-01,2023-11-01,-2.1819003450218588e-05,7.138415821827948e-05,2.5910113473212053e-05,1.6032220641657026e-05,65536,58436,NUTS_SL_01m_2024.shp,SI03,2023,October,10
2023-12-01,2024-01-01,-2.861012262656004e-06,5.925823643337935e-05,2.3816873225086305e-05,1.4141744997562853e-05,65536,61841,NUTS_SL_01m_2024.shp,SI03,2023,December,12
2024-01-01,2024-02-01,1.1666357750073075e-05,0.00014531463966704905,6.709145121543928e-05,2.3032424638709828e-05,65536,51281,NUTS_SL_01m_2024.shp,SI03,2024,January,1
2024-02-01,2024-03-01,1.85538792720763e-05,9.032418165588751e-05,5.486527392905916e-05,1.8764427780315486e-05,65536,64725,NUTS_SL_01m_2024.shp,SI03,2024,February,2
2024-03-01,2024-04-01,5.390612386690918e-06,3.510378155624494e-05,2.070488524796102e-05,7.3287819782965976e-06,65536,64547,NUTS_SL_01m_2024.shp,SI03,2024,March,3
2024-04-01,2024-05-01,-5.8479990912019275e-06,6.847999611636624e-05,3.0909280588432526e-05,1.0405341034428791e-05,65536,39186,NUTS_SL_01m_2024.shp,SI03,2024,April,4
2024-05-01,2024-06-01,-5.349205821403302e-06,5.378857895266265e-05,2.6413408639712735e-05,1.0035955663364194e-05,65536,61172,NUTS_SL_01m_2024.shp,SI03,2024,May,5
2024-06-01,2024-07-01,-9.471219527767971e-06,3.4318920370424166e-05,1.4373267462405106e-05,8.543942112825942e-06,65536,46475,NUTS_SL_01m_2024.shp,SI03,2024,June,6
2024-07-01,2024-08-01,-6.110182312113466e-06,3.898073919117451e-05,1.8887728038054973e-05,6.757050499322739e-06,65536,39187,NUTS_SL_01m_2024.shp,SI03,2024,July,7
2024-08-01,2024-09-01,4.015709578197857e-07,5.2519753808155656e-05,2.544645166928263e-05,8.334115443153416e-06,65536,40904,NUTS_SL_01m_2024.shp,SI03,2024,August,8
2024-09-01,2024-10-01,-1.7086704247049056e-05,6.459616270149127e-05,2.1648709840625563e-05,1.1120073111934084e-05,65536,39579,NUTS_SL_01m_2024.shp,SI03,2024,September,9
2024-10-01,2024-11-01,1.5392566865557455e-06,9.393133950652555e-05,3.950916659418318e-05,1.6457565269279926e-05,65536,45249,NUTS_SL_01m_2024.shp,SI03,2024,October,10
2024-11-01,2024-12-01,1.4814889254921582e-05,9.120635513681918e-05,5.5844386654587995e-05,1.5312511239529994e-05,65536,43325,NUTS_SL_01m_2024.shp,SI03,2024,November,11
2024-12-01,2025-01-01,4.194177108729491e-06,0.00017608933558221906,5.684577883777403e-05,2.8069926267946216e-05,65536,44632,NUTS_SL_01m_2024.shp,SI03,2024,December,12
2018-04-01,2018-05-01,2.2094268388173077e-06,4.090001675649546e-05,2.4031570832190735e-05,7.9558500108299e-06,65536,34963,NUTS_SL_01m_2024.shp,SI031,2018,April,4
2018-05-01,2018-06-01,7.3484552558511496e-06,3.052011379622854e-05,2.0656362246191905e-05,4.924344545976264e-06,65536,37437,NUTS_SL_01m_2024.shp,SI031,2018,May,5
2018-06-01,2018-07-01,7.701258255110588e-06,3.984305294579826e-05,2.6544144442819456e-05,6.102836842588094e-06,65536,45049,NUTS_SL_01m_2024.shp,SI031,2018,June,6
2018-07-01,2018-08-01,1.706617695163004e-05,4.517899651546031e-05,2.849642002989502e-05,5.823951113791847e-06,65536,33747,NUTS_SL_01m_2024.shp,SI031,2018,July,7
2018-08-01,2018-09-01,1.3360388038563542e-05,3.985591320088133e-05,2.11420956564309e-05,7.014854833300951e-06,65536,47165,NUTS_SL_01m_2024.shp,SI031,2018,August,8
2018-09-01,2018-10-01,3.891113465215312e-06,3.800119156949222e-05,2.263811268036046e-05,8.374903005037022e-06,65536,33802,NUTS_SL_01m_2024.shp,SI031,2018,September,9
2018-10-01,2018-11-01,3.887539151037345e-06,7.541592640336603e-05,3.282821534728331e-05,1.2914271511057527e-05,65536,33747,NUTS_SL_01m_2024.shp,SI031,2018,October,10
2018-12-01,2019-01-01,-9.26208304008469e-06,7.228036702144891e-05,3.623441480926722e-05,1.676863246680969e-05,65536,48420,NUTS_SL_01m_2024.shp,SI031,2018,December,12
2019-02-01,2019-03-01,3.996506711700931e-05,8.466170402243733e-05,6.024359439805571e-05,1.0224850630177848e-05,65536,33747,NUTS_SL_01m_2024.shp,SI031,2019,February,2
2019-03-01,2019-04-01,2.1387459128163755e-06,5.221082756179385e-05,3.065557960413615e-05,8.646896137654026e-06,65536,33747,NUTS_SL_01m_2024.shp,SI031,2019,March,3
2019-05-01,2019-06-01,3.6322704545455053e-05,4.138734220759943e-05,4.050774334488693e-05,1.9186337243955132e-06,65536,64989,NUTS_SL_01m_2024.shp,SI031,2019,May,5
2019-06-01,2019-07-01,6.095418484619586e-06,3.7025107303634286e-05,2.3476061217914767e-05,6.739180129141634e-06,65536,33747,NUTS_SL_01m_2024.shp,SI031,2019,June,6
2019-07-01,2019-08-01,9.97890492726583e-06,4.6671131713083014e-05,2.454529503275635e-05,6.434044108234509e-06,65536,35060,NUTS_SL_01m_2024.shp,SI031,2019,July,7
2019-08-01,2019-09-01,1.201473151013488e-05,4.974145122105256e-05,2.4106790069162206e-05,5.058900179914263e-06,65536,33747,NUTS_SL_01m_2024.shp,SI031,2019,August,8
2019-09-01,2019-10-01,1.347759462078102e-05,6.227289122762159e-05,3.807315068792423e-05,1.325330123824181e-05,65536,36236,NUTS_SL_01m_2024.shp,SI031,2019,September,9
2019-11-01,2019-12-01,1.582889490236994e-05,8.848706056596711e-05,5.7644281278204076e-05,1.1255928860338351e-05,65536,34211,NUTS_SL_01m_2024.shp,SI031,2019,November,11
2019-12-01,2020-01-01,2.264393879158888e-05,8.944768342189491e-05,5.3955953211073944e-05,1.3516640492382556e-05,65536,33747,NUTS_SL_01m_2024.shp,SI031,2019,December,12
2020-02-01,2020-03-01,1.9056533346883953e-05,6.669623689958826e-05,4.3276077841209414e-05,1.058151590310751e-05,65536,55548,NUTS_SL_01m_2024.shp,SI031,2020,February,2
2020-03-01,2020-04-01,1.3191451216698624e-05,4.119370714761317e-05,2.5425813760154254e-05,6.539728689448329e-06,65536,36666,NUTS_SL_01m_2024.shp,SI031,2020,March,3
2020-04-01,2020-05-01,9.97373354039155e-06,4.650171831599437e-05,2.9234753244191398e-05,8.302131988089665e-06,65536,33747,NUTS_SL_01m_2024.shp,SI031,2020,April,4
2020-06-01,2020-07-01,1.4768595065106638e-05,4.344724220572971e-05,2.5863485533835413e-05,8.586440389507908e-06,65536,57336,NUTS_SL_01m_2024.shp,SI031,2020,June,6
2020-07-01,2020-08-01,1.4136508980300277e-05,4.942166560795158e-05,3.227549277045626e-05,6.104870128558658e-06,65536,34952,NUTS_SL_01m_2024.shp,SI031,2020,July,7
2020-09-01,2020-10-01,9.176866115012672e-06,7.318025745917112e-05,4.648518320388991e-05,1.2342443672058417e-05,65536,36999,NUTS_SL_01m_2024.shp,SI031,2020,September,9
2020-10-01,2020-11-01,5.670452907224899e-08,7.044889207463712e-05,2.8565477026726566e-05,1.5523071429785376e-05,65536,36837,NUTS_SL_01m_2024.shp,SI031,2020,October,10
2020-11-01,2020-12-01,3.02140924759442e-05,8.413933392148465e-05,6.018705571186977e-05,8.0823352302672e-06,65536,41890,NUTS_SL_01m_2024.shp,SI031,2020,November,11
2020-12-01,2021-01-01,2.5183042453136295e-05,6.152492278488353e-05,4.8587161847998126e-05,1.1824669337432602e-05,65536,61107,NUTS_SL_01m_2024.shp,SI031,2020,December,12
2021-02-01,2021-03-01,7.589561391796451e-06,5.565409082919359e-05,3.325017637961805e-05,1.04618432854388e-05,65536,33932,NUTS_SL_01m_2024.shp,SI031,2021,February,2
2021-03-01,2021-04-01,1.0534560715314e-05,5.017549483454786e-05,2.939374743275484e-05,8.438076468988949e-06,65536,33747,NUTS_SL_01m_2024.shp,SI031,2021,March,3
2021-04-01,2021-05-01,6.451508852478582e-06,7.391483813989908e-05,2.6249963451015357e-05,9.832607708582924e-06,65536,49893,NUTS_SL_01m_2024.shp,SI031,2021,April,4
2021-06-01,2021-07-01,3.067431180170388e-06,5.35199542355258e-05,2.5176358833259585e-05,1.1148869885795404e-05,65536,41459,NUTS_SL_01m_2024.shp,SI031,2021,June,6
2021-08-01,2021-09-01,-2.694952627280145e-06,5.532190334633924e-05,2.6539506348328075e-05,1.1610215202768514e-05,65536,34885,NUTS_SL_01m_2024.shp,SI031,2021,August,8
2021-09-01,2021-10-01,1.1843853826576378e-06,3.144697620882653e-05,1.3020659044857937e-05,9.214781675740627e-06,65536,60022,NUTS_SL_01m_2024.shp,SI031,2021,September,9
2021-10-01,2021-11-01,1.9777227862505242e-05,7.030425331322476e-05,4.75190797909925e-05,1.168305553572156e-05,65536,43247,NUTS_SL_01m_2024.shp,SI031,2021,October,10
2021-12-01,2022-01-01,2.860670065274462e-06,8.49406496854499e-05,4.6089624573631656e-05,1.8972549758995723e-05,65536,33747,NUTS_SL_01m_2024.shp,SI031,2021,December,12
2022-02-01,2022-03-01,2.895274337788578e-05,6.472450331784785e-05,4.055559841635492e-05,4.963358387861858e-06,65536,61562,NUTS_SL_01m_2024.shp,SI031,2022,February,2
2022-04-01,2022-05-01,8.539433338228264e-07,4.5398439397104084e-05,2.350218342620313e-05,9.265787782880838e-06,65536,38629,NUTS_SL_01m_2024.shp,SI031,2022,April,4
2022-05-01,2022-06-01,1.5513705875491723e-06,4.334914046921767e-05,2.3117373771270166e-05,6.828769354613376e-06,65536,48331,NUTS_SL_01m_2024.shp,SI031,2022,May,5
2022-06-01,2022-07-01,1.3803432921122294e-05,3.842017031274736e-05,2.4678930619312114e-05,4.6478560806017465e-06,65536,33747,NUTS_SL_01m_2024.shp,SI031,2022,June,6
2022-07-01,2022-08-01,1.171129315480357e-05,4.461507705855183e-05,2.3808289992858733e-05,7.505656128602803e-06,65536,34663,NUTS_SL_01m_2024.shp,SI031,2022,July,7
2022-08-01,2022-09-01,1.7521088011562824e-05,5.925346340518445e-05,4.002599806054275e-05,9.235852570080881e-06,65536,34636,NUTS_SL_01m_2024.shp,SI031,2022,August,8
2022-09-01,2022-10-01,-2.542332367738709e-06,4.350128074293025e-05,2.1935147556858048e-05,1.0988759458756046e-05,65536,56388,NUTS_SL_01m_2024.shp,SI031,2022,September,9
2022-10-01,2022-11-01,1.872436587291304e-05,4.006426388514228e-05,2.3223892441841653e-05,3.639117839174374e-06,65536,64123,NUTS_SL_01m_2024.shp,SI031,2022,October,10
2022-12-01,2023-01-01,-3.525257488945499e-05,7.393262785626575e-05,2.3128784870195945e-05,2.2290556814895483e-05,65536,41575,NUTS_SL_01m_2024.shp,SI031,2022,December,12
2023-01-01,2023-02-01,1.2571031220431905e-05,0.00011059433018090203,6.312135571939664e-05,1.897904589537319e-05,65536,47923,NUTS_SL_01m_2024.shp,SI031,2023,January,1
2023-03-01,2023-04-01,1.4784897757635918e-05,2.478997157595586e-05,1.718737993833834e-05,4.273767768203288e-06,65536,64903,NUTS_SL_01m_2024.shp,SI031,2023,March,3
2023-04-01,2023-05-01,5.811713890579995e-06,3.2639185519656166e-05,1.7860000403817193e-05,6.994005294122295e-06,65536,60014,NUTS_SL_01m_2024.shp,SI031,2023,April,4
2023-05-01,2023-06-01,2.5617540813982487e-05,3.528332308633253e-05,3.0511493401509746e-05,3.155032067249877e-06,65536,57232,NUTS_SL_01m_2024.shp,SI031,2023,May,5
2023-06-01,2023-07-01,1.0540147741266992e-05,6.06462599535007e-05,3.895461165150194e-05,8.343986151659503e-06,65536,33747,NUTS_SL_01m_2024.shp,SI031,2023,June,6
2023-07-01,2023-08-01,1.9236870230088243e-06,3.7299982068361714e-05,1.811811736150663e-05,7.558083229976357e-06,65536,35540,NUTS_SL_01m_2024.shp,SI031,2023,July,7
2023-08-01,2023-09-01,-2.677246811799705e-06,4.1658608097350225e-05,1.6387265954642133e-05,8.603144044396986e-06,65536,33747,NUTS_SL_01m_2024.shp,SI031,2023,August,8
2023-12-01,2024-01-01,-2.861012262656004e-06,4.904811066808179e-05,2.143624052375913e-05,1.1194221081026338e-05,65536,41667,NUTS_SL_01m_2024.shp,SI031,2023,December,12
2024-01-01,2024-02-01,3.902706885128282e-05,0.00010881607158808038,6.878634986882388e-05,1.7364122332116898e-05,65536,33747,NUTS_SL_01m_2024.shp,SI031,2024,January,1
2024-02-01,2024-03-01,1.85538792720763e-05,6.781310366932303e-05,4.7562921552578575e-05,1.6902077772305663e-05,65536,60490,NUTS_SL_01m_2024.shp,SI031,2024,February,2
2024-03-01,2024-04-01,5.390612386690918e-06,3.510378155624494e-05,2.161964125494636e-05,7.279036768324489e-06,65536,58881,NUTS_SL_01m_2024.shp,SI031,2024,March,3
2024-04-01,2024-05-01,1.2116005564166699e-05,5.1339055062271655e-05,3.2873757823548247e-05,9.302097324368493e-06,65536,33747,NUTS_SL_01m_2024.shp,SI031,2024,April,4
2024-06-01,2024-07-01,1.030121165968012e-05,3.34728101734072e-05,2.0918592007559584e-05,5.7939376430544515e-06,65536,33747,NUTS_SL_01m_2024.shp,SI031,2024,June,6
2024-07-01,2024-08-01,1.3329155081009958e-05,3.56276796082966e-05,2.4786176959438774e-05,5.146643042302269e-06,65536,33747,NUTS_SL_01m_2024.shp,SI031,2024,July,7
2024-08-01,2024-09-01,6.611221579078119e-06,4.397554221213795e-05,2.8068869884595863e-05,8.790341177646418e-06,65536,39690,NUTS_SL_01m_2024.shp,SI031,2024,August,8
2024-09-01,2024-10-01,2.596133754195762e-06,5.482723645400256e-05,2.8427067288908113e-05,9.222348524502341e-06,65536,34409,NUTS_SL_01m_2024.shp,SI031,2024,September,9
2024-10-01,2024-11-01,5.4405536502599716e-05,5.4553856898564845e-05,5.454180060928979e-05,4.053195638088125e-08,65536,65007,NUTS_SL_01m_2024.shp,SI031,2024,October,10
2024-11-01,2024-12-01,4.794992855750024e-05,8.887067815521732e-05,7.201347752761972e-05,8.965656337086256e-06,65536,33747,NUTS_SL_01m_2024.shp,SI031,2024,November,11
2024-12-01,2025-01-01,0.00010438731987960637,0.0001446167443646118,0.00012558457581720973,1.4429615004972504e-05,65536,64061,NUTS_SL_01m_2024.shp,SI031,2024,December,12
2018-04-01,2018-05-01,2.2094268388173077e-06,4.08634623454418e-05,1.8920548188349815e-05,8.543881434706735e-06,65536,48976,NUTS_SL_01m_2024.shp,SI032,2018,April,4
2018-05-01,2018-06-01,7.084099138410238e-07,4.022744906251319e-05,2.208243609989144e-05,6.779889834828853e-06,65536,37515,NUTS_SL_01m_2024.shp,SI032,2018,May,5
2018-06-01,2018-07-01,4.701230864156969e-06,4.692807488027029e-05,2.616358824569651e-05,8.262730639797472e-06,65536,57320,NUTS_SL_01m_2024.shp,SI032,2018,June,6
2018-07-01,2018-08-01,1.706617695163004e-05,4.0744685975369066e-05,2.9380987051806846e-05,4.5160958158708935e-06,65536,27923,NUTS_SL_01m_2024.shp,SI032,2018,July,7
2018-09-01,2018-10-01,-4.942510713590309e-06,4.611265103449114e-05,2.031713983137028e-05,9.881460875569092e-06,65536,28370,NUTS_SL_01m_2024.shp,SI032,2018,September,9
2018-10-01,2018-11-01,3.887539151037345e-06,7.960617949720472e-05,3.122464802115688e-05,1.2317595224088623e-05,65536,27923,NUTS_SL_01m_2024.shp,SI032,2018,October,10
2018-12-01,2019-01-01,1.9169590814271942e-05,9.647988918004557e-05,5.182747603617347e-05,1.830626796149713e-05,65536,37724,NUTS_SL_01m_2024.shp,SI032,2018,December,12
2019-02-01,2019-03-01,1.5969228115864098e-05,9.451867663301528e-05,5.2349393728664075e-05,1.4120169187625107e-05,65536,27923,NUTS_SL_01m_2024.shp,SI032,2019,February,2
2019-03-01,2019-04-01,-9.040639383783855e-07,5.490748299052939e-05,2.9587979311719097e-05,9.573921106126642e-06,65536,27923,NUTS_SL_01m_2024.shp,SI032,2019,March,3
2019-05-01,2019-06-01,3.334875873406418e-05,3.334875873406418e-05,3.334875873406418e-05,0.0,65536,64210,NUTS_SL_01m_2024.shp,SI032,2019,May,5
2019-06-01,2019-07-01,4.035086476505967e-06,4.025476300739683e-05,2.399883370085184e-05,7.179694701196114e-06,65536,27923,NUTS_SL_01m_2024.shp,SI032,2019,June,6
2019-07-01,2019-08-01,-2.840904016920831e-06,4.7636123781558126e-05,2.4514086385871258e-05,1.0044539846547467e-05,65536,42194,NUTS_SL_01m_2024.shp,SI032,2019,July,7
