interval_from,interval_to,o3_B0_min,o3_B0_max,o3_B0_mean,o3_B0_stDev,o3_B0_sampleCount,o3_B0_noDataCount,shapefile,NUTS_ID,year,month,month_num
2020-03-01,2020-04-01,0.18087667226791382,0.19500765204429626,0.18924580215790696,0.0018305583637504893,65536,31731,NUTS_SL_01m_2024.shp,SI0,2020,March,3
2020-04-01,2020-05-01,0.1519528180360794,0.16016048192977905,0.15556886385969967,0.001251627708080723,65536,41028,NUTS_SL_01m_2024.shp,SI0,2020,April,4
2020-05-01,2020-06-01,0.14886732399463654,0.15977126359939575,0.1548822791380497,0.001968296714891849,65536,31731,NUTS_SL_01m_2024.shp,SI0,2020,May,5
2020-06-01,2020-07-01,0.13213813304901123,0.14243212342262268,0.138794419533526,0.0016513943164360198,65536,31731,NUTS_SL_01m_2024.shp,SI0,2020,June,6
2020-07-01,2020-08-01,0.12689970433712006,0.13727743923664093,0.13226971085114533,0.0016325851898877546,65536,31731,NUTS_SL_01m_2024.shp,SI0,2020,July,7
2020-08-01,2020-09-01,0.13525575399398804,0.14240707457065582,0.13902000421612662,0.0011665433850768208,65536,31731,NUTS_SL_01m_2024.shp,SI0,2020,August,8
2020-09-01,2020-10-01,0.12124810367822647,0.12926168739795685,0.12550327210600207,0.001340620786467052,65536,31731,NUTS_SL_01m_2024.shp,SI0,2020,September,9
2020-10-01,2020-11-01,0.12227797508239746,0.12881706655025482,0.12565989526898746,0.0010503897866428373,65536,31731,NUTS_SL_01m_2024.shp,SI0,2020,October,10
2020-11-01,2020-12-01,0.1283654272556305,0.1354527324438095,0.13162895224271107,0.001242888233771882,65536,31731,NUTS_SL_01m_2024.shp,SI0,2020,November,11
2020-12-01,2021-01-01,0.14702443778514862,0.1528460830450058,0.14953908574869432,0.001246045121596094,65536,62807,NUTS_SL_01m_2024.shp,SI0,2020,December,12
2021-01-01,2021-02-01,0.15718944370746613,0.1669718474149704,0.1612402099981026,0.0018319822511271792,65536,31731,NUTS_SL_01m_2024.shp,SI0,2021,January,1
2021-02-01,2021-03-01,0.13110579550266266,0.1559792011976242,0.1444266709476679,0.0045972065180228784,65536,40525,NUTS_SL_01m_2024.shp,SI0,2021,February,2
2021-03-01,2021-04-01,0.14659860730171204,0.15709027647972107,0.15236417055614776,0.001686628695025168,65536,31731,NUTS_SL_01m_2024.shp,SI0,2021,March,3
2021-04-01,2021-05-01,0.1516558825969696,0.16518260538578033,0.15965970233424487,0.00232501786787275,65536,31731,NUTS_SL_01m_2024.shp,SI0,2021,April,4
2021-05-01,2021-06-01,0.15366362035274506,0.16978228092193604,0.1631184963018235,0.0032186602508738013,65536,31731,NUTS_SL_01m_2024.shp,SI0,2021,May,5
2021-06-01,2021-07-01,0.13978084921836853,0.15225666761398315,0.14553405958957813,0.0019408528107507763,65536,31731,NUTS_SL_01m_2024.shp,SI0,2021,June,6
2021-07-01,2021-08-01,0.1331988275051117,0.14238467812538147,0.13805006409763546,0.001547414219780147,65536,31731,NUTS_SL_01m_2024.shp,SI0,2021,July,7
2021-08-01,2021-09-01,0.14358249306678772,0.15593653917312622,0.1507442019312297,0.0019249047283826136,65536,31731,NUTS_SL_01m_2024.shp,SI0,2021,August,8
2021-09-01,2021-10-01,0.13113728165626526,0.13686037063598633,0.13410530847710506,0.0011543316456058177,65536,31731,NUTS_SL_01m_2024.shp,SI0,2021,September,9
2021-10-01,2021-11-01,0.12242961674928665,0.12967370450496674,0.12650130215335306,0.0016181217076275027,65536,60015,NUTS_SL_01m_2024.shp,SI0,2021,October,10
2021-11-01,2021-12-01,0.13823658227920532,0.1515672504901886,0.14491635825820542,0.0028907340849292544,65536,31731,NUTS_SL_01m_2024.shp,SI0,2021,November,11
2021-12-01,2022-01-01,0.11974602192640305,0.12630701065063477,0.12347270234694205,0.0009797797989902584,65536,31731,NUTS_SL_01m_2024.shp,SI0,2021,December,12
2022-01-01,2022-02-01,0.16144075989723206,0.17160309851169586,0.16513717907576445,0.0014248739801331499,65536,31731,NUTS_SL_01m_2024.shp,SI0,2022,January,1
2022-02-01,2022-03-01,0.16476623713970184,0.19629892706871033,0.18157026390760725,0.006998796338270927,65536,31731,NUTS_SL_01m_2024.shp,SI0,2022,February,2
2022-03-01,2022-04-01,0.1616101711988449,0.16945426166057587,0.16503261983958958,0.0013154358072849938,65536,31731,NUTS_SL_01m_2024.shp,SI0,2022,March,3
2022-04-01,2022-05-01,0.15597409009933472,0.1665123701095581,0.15973056503088753,0.0016303273890679812,65536,31731,NUTS_SL_01m_2024.shp,SI0,2022,April,4
2022-05-01,2022-06-01,0.151492640376091,0.16063980758190155,0.15679331187127274,0.0017028474139589042,65536,31731,NUTS_SL_01m_2024.shp,SI0,2022,May,5
2022-06-01,2022-07-01,0.1342465877532959,0.1441294550895691,0.13954263393421704,0.0017515090282696532,65536,31731,NUTS_SL_01m_2024.shp,SI0,2022,June,6
2022-07-01,2022-08-01,0.13643832504749298,0.1471555531024933,0.14089194945048814,0.0023194022036900595,65536,31731,NUTS_SL_01m_2024.shp,SI0,2022,July,7
2022-08-01,2022-09-01,0.13213086128234863,0.14094489812850952,0.13647915173712352,0.001597058414874744,65536,31985,NUTS_SL_01m_2024.shp,SI0,2022,August,8
2022-09-01,2022-10-01,0.13619956374168396,0.14607174694538116,0.14077799063588503,0.0012847846498149902,65536,31731,NUTS_SL_01m_2024.shp,SI0,2022,September,9
2022-10-01,2022-11-01,0.11694011837244034,0.12356102466583252,0.12024496097441062,0.0011633230543025726,65536,31731,NUTS_SL_01m_2024.shp,SI0,2022,October,10
2022-11-01,2022-12-01,0.1344192773103714,0.14701905846595764,0.14182879574384225,0.0025352161729914643,65536,31731,NUTS_SL_01m_2024.shp,SI0,2022,November,11
2022-12-01,2023-01-01,0.13279815018177032,0.14528508484363556,0.1381697930892591,0.0024691133375984403,65536,31731,NUTS_SL_01m_2024.shp,SI0,2022,December,12
2023-01-01,2023-02-01,0.13758830726146698,0.1491524875164032,0.14437019268959683,0.0016920015668709172,65536,31731,NUTS_SL_01m_2024.shp,SI0,2023,January,1
2023-02-01,2023-03-01,0.1418178677558899,0.16444408893585205,0.14958074850419628,0.003033642774086441,65536,31731,NUTS_SL_01m_2024.shp,SI0,2023,February,2
2023-03-01,2023-04-01,0.14449797570705414,0.1538029909133911,0.14876462826493037,0.0013618343892684973,65536,31731,NUTS_SL_01m_2024.shp,SI0,2023,March,3
2023-04-01,2023-05-01,0.14513655006885529,0.1574980914592743,0.15135115908414337,0.0021292937218540713,65536,31731,NUTS_SL_01m_2024.shp,SI0,2023,April,4
2023-05-01,2023-06-01,0.14501693844795227,0.15319480001926422,0.1493165690810565,0.0013107676233598303,65536,31731,NUTS_SL_01m_2024.shp,SI0,2023,May,5
2023-06-01,2023-07-01,0.13563172519207,0.14546754956245422,0.14090096612483302,0.0016341959218197433,65536,31731,NUTS_SL_01m_2024.shp,SI0,2023,June,6
2023-07-01,2023-08-01,0.1416497677564621,0.15397371351718903,0.14895280097216995,0.0018304092400098222,65536,31731,NUTS_SL_01m_2024.shp,SI0,2023,July,7
2023-08-01,2023-09-01,0.13702982664108276,0.14731933176517487,0.14319504140229627,0.0018435238349906666,65536,31731,NUTS_SL_01m_2024.shp,SI0,2023,August,8
2023-09-01,2023-10-01,0.12222371250391006,0.12923739850521088,0.12559834136709602,0.0011503315497832687,65536,31867,NUTS_SL_01m_2024.shp,SI0,2023,September,9
2023-10-01,2023-11-01,0.13981682062149048,0.15646027028560638,0.14684030931432718,0.002846427653582141,65536,31731,NUTS_SL_01m_2024.shp,SI0,2023,October,10
2023-11-01,2023-12-01,0.1319224089384079,0.13942234218120575,0.1349113439895612,0.0010319315931293423,65536,31731,NUTS_SL_01m_2024.shp,SI0,2023,November,11
2023-12-01,2024-01-01,0.12933216989040375,0.13540294766426086,0.13276860353254175,0.0010262733995014745,65536,31731,NUTS_SL_01m_2024.shp,SI0,2023,December,12
2018-04-01,2018-05-01,0.1452852189540863,0.1527853012084961,0.1493575979633732,0.0013343887089564401,65536,39184,NUTS_SL_01m_2024.shp,SI03,2018,April,4
2018-05-01,2018-06-01,0.13729074597358704,0.1498083621263504,0.1446605469204778,0.0027065531338803118,65536,39184,NUTS_SL_01m_2024.shp,SI03,2018,May,5
2018-06-01,2018-07-01,0.1462354063987732,0.15535762906074524,0.15166032557168155,0.0018716602790438746,65536,39184,NUTS_SL_01m_2024.shp,SI03,2018,June,6
2018-07-01,2018-08-01,0.1378103345632553,0.1423337608575821,0.14013941691363943,0.00066326563124539,65536,39184,NUTS_SL_01m_2024.shp,SI03,2018,July,7
2018-08-01,2018-09-01,0.13483968377113342,0.13923974335193634,0.13701226430983574,0.0007456797237628996,65536,47823,NUTS_SL_01m_2024.shp,SI03,2018,August,8
2018-09-01,2018-10-01,0.12373822182416916,0.13062132894992828,0.12693714874111742,0.0012773972697241007,65536,39184,NUTS_SL_01m_2024.shp,SI03,2018,September,9
2018-10-01,2018-11-01,0.12726610898971558,0.13199101388454437,0.12972607967767708,0.0007522346280857504,65536,39184,NUTS_SL_01m_2024.shp,SI03,2018,October,10
2018-11-01,2018-12-01,0.13028167188167572,0.13620305061340332,0.13304329761058029,0.0008917450049005536,65536,39184,NUTS_SL_01m_2024.shp,SI03,2018,November,11
2018-12-01,2019-01-01,0.1451006680727005,0.15370024740695953,0.14923538361536348,0.0016050052641062961,65536,39184,NUTS_SL_01m_2024.shp,SI03,2018,December,12
2019-01-01,2019-02-01,0.17599335312843323,0.18702711164951324,0.18146767506899394,0.0024257093869246623,65536,39184,NUTS_SL_01m_2024.shp,SI03,2019,January,1
2019-02-01,2019-03-01,0.1264658421278,0.1334906369447708,0.1294022279892758,0.001170000648580661,65536,39184,NUTS_SL_01m_2024.shp,SI03,2019,February,2
2019-03-01,2019-04-01,0.15792153775691986,0.16641904413700104,0.16216664482021162,0.001504678893489741,65536,39184,NUTS_SL_01m_2024.shp,SI03,2019,March,3
2019-04-01,2019-05-01,0.15597690641880035,0.1687394678592682,0.16178443653788557,0.0027857996021604984,65536,39184,NUTS_SL_01m_2024.shp,SI03,2019,April,4
2019-05-01,2019-06-01,0.1505911648273468,0.16166892647743225,0.15750329207592778,0.0024356116676280126,65536,39184,NUTS_SL_01m_2024.shp,SI03,2019,May,5
2019-06-01,2019-07-01,0.14112557470798492,0.14784586429595947,0.14500902937504676,0.0009303193169786055,65536,39184,NUTS_SL_01m_2024.shp,SI03,2019,June,6
2019-07-01,2019-08-01,0.13441762328147888,0.14490754902362823,0.1397944707174648,0.0016945036806000299,65536,39184,NUTS_SL_01m_2024.shp,SI03,2019,July,7
2019-08-01,2019-09-01,0.12757740914821625,0.13455849885940552,0.13144400385313038,0.0010797001562424602,65536,39184,NUTS_SL_01m_2024.shp,SI03,2019,August,8
2019-09-01,2019-10-01,0.12160485237836838,0.1260814517736435,0.12357094245620696,0.0008170896270755283,65536,39184,NUTS_SL_01m_2024.shp,SI03,2019,September,9
2019-10-01,2019-11-01,0.1328742653131485,0.1415950208902359,0.13587312958173273,0.0014759897297652194,65536,39184,NUTS_SL_01m_2024.shp,SI03,2019,October,10
2019-11-01,2019-12-01,0.11665095388889313,0.12961448729038239,0.12332497049534762,0.002095619218904244,65536,39184,NUTS_SL_01m_2024.shp,SI03,2019,November,11
2019-12-01,2020-01-01,0.13491632044315338,0.14243768155574799,0.13907894626334463,0.0014103883802656372,65536,39184,NUTS_SL_01m_2024.shp,SI03,2019,December,12
2020-01-01,2020-02-01,0.13444460928440094,0.1394955813884735,0.1374163510341201,0.0008488307910402529,65536,39184,NUTS_SL_01m_2024.shp,SI03,2020,January,1
2020-02-01,2020-03-01,0.13014604151248932,0.13982702791690826,0.13574950406853734,0.0015674840185164716,65536,39184,NUTS_SL_01m_2024.shp,SI03,2020,February,2
2020-03-01,2020-04-01,0.18087667226791382,0.19500765204429626,0.18934617408522406,0.0020711830739091955,65536,39184,NUTS_SL_01m_2024.shp,SI03,2020,March,3
2020-04-01,2020-05-01,0.1519528180360794,0.16016048192977905,0.15536967132482613,0.001442781523370315,65536,50865,NUTS_SL_01m_2024.shp,SI03,2020,April,4
2020-05-01,2020-06-01,0.14886732399463654,0.15977126359939575,0.15500402813194866,0.0019787354540717382,65536,39184,NUTS_SL_01m_2024.shp,SI03,2020,May,5
2020-06-01,2020-07-01,0.1328480988740921,0.1420690268278122,0.13901524067956444,0.0015218742936348856,65536,39184,NUTS_SL_01m_2024.shp,SI03,2020,June,6
2020-07-01,2020-08-01,0.12689970433712006,0.13727743923664093,0.13253231136819307,0.001599224757279121,65536,39184,NUTS_SL_01m_2024.shp,SI03,2020,July,7
2020-08-01,2020-09-01,0.13525575399398804,0.14100639522075653,0.13864532338300342,0.0009661559664017192,65536,39184,NUTS_SL_01m_2024.shp,SI03,2020,August,8
2020-09-01,2020-10-01,0.12124810367822647,0.12926168739795685,0.12551077944325603,0.0013849523240115904,65536,39184,NUTS_SL_01m_2024.shp,SI03,2020,September,9
2020-10-01,2020-11-01,0.12236563116312027,0.128560870885849,0.1256563880601829,0.0010360741843259262,65536,39184,NUTS_SL_01m_2024.shp,SI03,2020,October,10
2020-11-01,2020-12-01,0.12840840220451355,0.1354527324438095,0.13157418384835906,0.001248030184458815,65536,39184,NUTS_SL_01m_2024.shp,SI03,2020,November,11
2020-12-01,2021-01-01,0.13949057459831238,0.15313974022865295,0.14665197102611927,0.003056514843818102,65536,39184,NUTS_SL_01m_2024.shp,SI03,2020,December,12
2021-01-01,2021-02-01,0.15718944370746613,0.1669001579284668,0.16125022892404256,0.0018424648358973748,65536,39184,NUTS_SL_01m_2024.shp,SI03,2021,January,1
2021-02-01,2021-03-01,0.13493891060352325,0.1559792011976242,0.14545944231139082,0.005122487916322926,65536,50231,NUTS_SL_01m_2024.shp,SI03,2021,February,2
2021-03-01,2021-04-01,0.14772917330265045,0.1571308672428131,0.15239999597382126,0.0015538949219825197,65536,39184,NUTS_SL_01m_2024.shp,SI03,2021,March,3
2021-04-01,2021-05-01,0.1516558825969696,0.16518260538578033,0.15976748150294354,0.0019524735903918263,65536,39184,NUTS_SL_01m_2024.shp,SI03,2021,April,4
2021-05-01,2021-06-01,0.15887166559696198,0.16978228092193604,0.1647891738142713,0.0020271698341028147,65536,39184,NUTS_SL_01m_2024.shp,SI03,2021,May,5
2021-06-01,2021-07-01,0.13978084921836853,0.1479637175798416,0.14457388709988428,0.001446484642224771,65536,39184,NUTS_SL_01m_2024.shp,SI03,2021,June,6
2021-07-01,2021-08-01,0.13375091552734375,0.14238467812538147,0.13825291466153455,0.0014791733645687184,65536,39184,NUTS_SL_01m_2024.shp,SI03,2021,July,7
2021-08-01,2021-09-01,0.14358249306678772,0.15593653917312622,0.15091317172632093,0.00211346071774158,65536,39184,NUTS_SL_01m_2024.shp,SI03,2021,August,8
2021-09-01,2021-10-01,0.13113728165626526,0.13686037063598633,0.13436148948424628,0.0011351218951272143,65536,39184,NUTS_SL_01m_2024.shp,SI03,2021,September,9
2021-10-01,2021-11-01,0.12318801879882812,0.1331196427345276,0.12847048848382245,0.0015962913784267636,65536,39184,NUTS_SL_01m_2024.shp,SI03,2021,October,10
2021-11-01,2021-12-01,0.1393904685974121,0.1515672504901886,0.1462628220835098,0.0026238790899564047,65536,39184,NUTS_SL_01m_2024.shp,SI03,2021,November,11
2021-12-01,2022-01-01,0.12051161378622055,0.12630701065063477,0.1235875278755427,0.000887385062910592,65536,39184,NUTS_SL_01m_2024.shp,SI03,2021,December,12
2022-01-01,2022-02-01,0.16144075989723206,0.16797414422035217,0.16497573126718093,0.0013326556652332726,65536,39184,NUTS_SL_01m_2024.shp,SI03,2022,January,1
2022-02-01,2022-03-01,0.1735866665840149,0.19629892706871033,0.18572483819009805,0.005044213007603822,65536,39184,NUTS_SL_01m_2024.shp,SI03,2022,February,2
2022-03-01,2022-04-01,0.1616101711988449,0.16945426166057587,0.16464029121623755,0.0012027083565244478,65536,39184,NUTS_SL_01m_2024.shp,SI03,2022,March,3
2022-04-01,2022-05-01,0.15597409009933472,0.1640423685312271,0.15966954506632955,0.00148612432130264,65536,39184,NUTS_SL_01m_2024.shp,SI03,2022,April,4
2022-05-01,2022-06-01,0.151492640376091,0.16063980758190155,0.15687255608681314,0.0016659848764368063,65536,39184,NUTS_SL_01m_2024.shp,SI03,2022,May,5
2022-06-01,2022-07-01,0.1344858556985855,0.1441294550895691,0.13987815373028178,0.001751056372608818,65536,39184,NUTS_SL_01m_2024.shp,SI03,2022,June,6
2022-07-01,2022-08-01,0.13747017085552216,0.1471555531024933,0.1420221195816897,0.002076602142672339,65536,39184,NUTS_SL_01m_2024.shp,SI03,2022,July,7
2022-08-01,2022-09-01,0.13213086128234863,0.14094489812850952,0.13699905993049355,0.0016319151528766992,65536,39184,NUTS_SL_01m_2024.shp,SI03,2022,August,8
2022-09-01,2022-10-01,0.13619956374168396,0.14607174694538116,0.14090581897999066,0.0014613844961472156,65536,39184,NUTS_SL_01m_2024.shp,SI03,2022,September,9
2022-10-01,2022-11-01,0.11790463328361511,0.12356102466583252,0.1206153132706773,0.0011168080811905393,65536,39184,NUTS_SL_01m_2024.shp,SI03,2022,October,10
2022-11-01,2022-12-01,0.1344192773103714,0.1450568437576294,0.14072360605867743,0.0024685903394831717,65536,39184,NUTS_SL_01m_2024.shp,SI03,2022,November,11
2022-12-01,2023-01-01,0.13279815018177032,0.14528508484363556,0.13929606915825304,0.0022661946685026226,65536,39184,NUTS_SL_01m_2024.shp,SI03,2022,December,12
2023-01-01,2023-02-01,0.14006668329238892,0.14856499433517456,0.14453618294086226,0.0014828977776332674,65536,39184,NUTS_SL_01m_2024.shp,SI03,2023,January,1
2023-02-01,2023-03-01,0.1418178677558899,0.16444408893585205,0.14992895129950431,0.0033759175316876457,65536,39184,NUTS_SL_01m_2024.shp,SI03,2023,February,2
2023-03-01,2023-04-01,0.14531809091567993,0.1538029909133911,0.1491193451201091,0.001337196202797251,65536,39184,NUTS_SL_01m_2024.shp,SI03,2023,March,3
2023-04-01,2023-05-01,0.14719019830226898,0.1574980914592743,0.1523690004394818,0.0017093872155670342,65536,39184,NUTS_SL_01m_2024.shp,SI03,2023,April,4
2023-05-01,2023-06-01,0.14501693844795227,0.15319480001926422,0.1489833936408505,0.0012972919472238388,65536,39184,NUTS_SL_01m_2024.shp,SI03,2023,May,5
2023-06-01,2023-07-01,0.13563172519207,0.14546754956245422,0.14091795438060306,0.0018039761502588916,65536,39184,NUTS_SL_01m_2024.shp,SI03,2023,June,6
2023-07-01,2023-08-01,0.14512315392494202,0.15397371351718903,0.1495479992356164,0.0013131133970078381,65536,39184,NUTS_SL_01m_2024.shp,SI03,2023,July,7
2023-08-01,2023-09-01,0.13831579685211182,0.14731933176517487,0.14394359278046465,0.001566915941748557,65536,39184,NUTS_SL_01m_2024.shp,SI03,2023,August,8
2023-09-01,2023-10-01,0.12295453250408173,0.12923739850521088,0.12595210536853924,0.0010292695073138615,65536,39357,NUTS_SL_01m_2024.shp,SI03,2023,September,9
2023-10-01,2023-11-01,0.13981682062149048,0.15205614268779755,0.14541125243657524,0.0021429113167113862,65536,39184,NUTS_SL_01m_2024.shp,SI03,2023,October,10
2023-11-01,2023-12-01,0.13239814341068268,0.13942234218120575,0.13511819100153322,0.0011387923528533878,65536,39184,NUTS_SL_01m_2024.shp,SI03,2023,November,11
2023-12-01,2024-01-01,0.12933216989040375,0.13497337698936462,0.13239703208443415,0.0009884131943707927,65536,39184,NUTS_SL_01m_2024.shp,SI03,2023,December,12
2018-04-01,2018-05-01,0.14676518738269806,0.15172316133975983,0.14911735112627847,0.0012100748104439854,65536,33747,NUTS_SL_01m_2024.shp,SI031,2018,April,4
2018-05-01,2018-06-01,0.14616520702838898,0.14970621466636658,0.1481406441137515,0.0006667162438281086,65536,33747,NUTS_SL_01m_2024.shp,SI031,2018,May,5
2018-06-01,2018-07-01,0.14992296695709229,0.1553226262331009,0.15365142736896265,0.0010822122249514422,65536,33747,NUTS_SL_01m_2024.shp,SI031,2018,June,6
2018-07-01,2018-08-01,0.1385044902563095,0.1410335749387741,0.14003926433875716,0.0004164944171435931,65536,33747,NUTS_SL_01m_2024.shp,SI031,2018,July,7
2018-08-01,2018-09-01,0.13663852214813232,0.14060133695602417,0.13858902871190648,0.0009853048258251474,65536,33747,NUTS_SL_01m_2024.shp,SI031,2018,August,8
2018-09-01,2018-10-01,0.12458678334951401,0.12790000438690186,0.12606723673055584,0.0007556580369580346,65536,33747,NUTS_SL_01m_2024.shp,SI031,2018,September,9
2018-10-01,2018-11-01,0.1285397857427597,0.13132338225841522,0.12987165983983312,0.0007166542208391578,65536,33747,NUTS_SL_01m_2024.shp,SI031,2018,October,10
2018-11-01,2018-12-01,0.13163842260837555,0.13620305061340332,0.13377764679067672,0.0009715802401531906,65536,33747,NUTS_SL_01m_2024.shp,SI031,2018,November,11
2018-12-01,2019-01-01,0.14649823307991028,0.15170899033546448,0.14921073374331126,0.0009701206753356133,65536,33747,NUTS_SL_01m_2024.shp,SI031,2018,December,12
2019-01-01,2019-02-01,0.1808588057756424,0.1853533685207367,0.18334226578707447,0.0010519442177812034,65536,33747,NUTS_SL_01m_2024.shp,SI031,2019,January,1
2019-02-01,2019-03-01,0.12884287536144257,0.13286788761615753,0.13107862494968706,0.000821571579346356,65536,33747,NUTS_SL_01m_2024.shp,SI031,2019,February,2
2019-03-01,2019-04-01,0.16218750178813934,0.16641904413700104,0.16400713500300804,0.0008673709962240576,65536,33747,NUTS_SL_01m_2024.shp,SI031,2019,March,3
2019-04-01,2019-05-01,0.15812338888645172,0.1687394678592682,0.16243336586843957,0.002661192165299317,65536,33747,NUTS_SL_01m_2024.shp,SI031,2019,April,4
2019-05-01,2019-06-01,0.15765613317489624,0.16166892647743225,0.159636489848461,0.0011233590992722313,65536,33747,NUTS_SL_01m_2024.shp,SI031,2019,May,5
2019-06-01,2019-07-01,0.14361751079559326,0.14750920236110687,0.1454625441719859,0.0007952333059884983,65536,33747,NUTS_SL_01m_2024.shp,SI031,2019,June,6
2019-07-01,2019-08-01,0.1394992619752884,0.1427270770072937,0.14080061576469524,0.0007978177274979615,65536,33747,NUTS_SL_01m_2024.shp,SI031,2019,July,7
2019-08-01,2019-09-01,0.12932032346725464,0.1331925094127655,0.13102253495628807,0.0007970955980666002,65536,33747,NUTS_SL_01m_2024.shp,SI031,2019,August,8
2019-09-01,2019-10-01,0.12271848320960999,0.1260814517736435,0.12411642945385873,0.0008555449228432354,65536,33747,NUTS_SL_01m_2024.shp,SI031,2019,September,9
2019-10-01,2019-11-01,0.13321758806705475,0.13681478798389435,0.13515262547518794,0.0007370774796433878,65536,33747,NUTS_SL_01m_2024.shp,SI031,2019,October,10
2019-11-01,2019-12-01,0.12468200922012329,0.12961448729038239,0.12658456702015838,0.0010832197388441493,65536,33747,NUTS_SL_01m_2024.shp,SI031,2019,November,11
2019-12-01,2020-01-01,0.1382744163274765,0.14243768155574799,0.14055424702211042,0.0010288933521856428,65536,33747,NUTS_SL_01m_2024.shp,SI031,2019,December,12
2020-01-01,2020-02-01,0.13665242493152618,0.1394955813884735,0.13808412169931336,0.0006407221812528408,65536,33747,NUTS_SL_01m_2024.shp,SI031,2020,January,1
2020-02-01,2020-03-01,0.13403937220573425,0.1397891789674759,0.13760199290997335,0.0011396249156261538,65536,33747,NUTS_SL_01m_2024.shp,SI031,2020,February,2
2020-03-01,2020-04-01,0.18771260976791382,0.19449064135551453,0.19089940563254307,0.0013267250375440978,65536,33747,NUTS_SL_01m_2024.shp,SI031,2020,March,3
2020-04-01,2020-05-01,0.15740330517292023,0.16200201213359833,0.16005437423483934,0.0009693997087553823,65536,33747,NUTS_SL_01m_2024.shp,SI031,2020,April,4
2020-05-01,2020-06-01,0.15216064453125,0.1574064940214157,0.155096961052034,0.001312496029006992,65536,33747,NUTS_SL_01m_2024.shp,SI031,2020,May,5
2020-06-01,2020-07-01,0.13666699826717377,0.14198565483093262,0.13922604758682225,0.001132896425041824,65536,33747,NUTS_SL_01m_2024.shp,SI031,2020,June,6
2020-07-01,2020-08-01,0.13300251960754395,0.13578322529792786,0.13469170291276703,0.0005989191293415888,65536,33747,NUTS_SL_01m_2024.shp,SI031,2020,July,7
2020-08-01,2020-09-01,0.13525575399398804,0.14063575863838196,0.13789073445465083,0.0010244779028856581,65536,33747,NUTS_SL_01m_2024.shp,SI031,2020,August,8
2020-09-01,2020-10-01,0.12229657918214798,0.1265048235654831,0.12416953149724862,0.000966069938133017,65536,33747,NUTS_SL_01m_2024.shp,SI031,2020,September,9
2020-10-01,2020-11-01,0.12387165427207947,0.128560870885849,0.12645092994905635,0.0009286052453476554,65536,33747,NUTS_SL_01m_2024.shp,SI031,2020,October,10
2020-11-01,2020-12-01,0.12925642728805542,0.13184385001659393,0.13066228482310976,0.0006291399993753404,65536,33747,NUTS_SL_01m_2024.shp,SI031,2020,November,11
2020-12-01,2021-01-01,0.13949057459831238,0.1444598287343979,0.14187018356673722,0.0011589292944868127,65536,33747,NUTS_SL_01m_2024.shp,SI031,2020,December,12
2021-01-01,2021-02-01,0.16079261898994446,0.16521970927715302,0.16318815024356098,0.0007845308222367257,65536,33747,NUTS_SL_01m_2024.shp,SI031,2021,January,1
2021-02-01,2021-03-01,0.1544213891029358,0.16016748547554016,0.1574083959442424,0.0012855995329413786,65536,33747,NUTS_SL_01m_2024.shp,SI031,2021,February,2
2021-03-01,2021-04-01,0.14956048130989075,0.15412567555904388,0.15193198883117953,0.0009989564305433346,65536,33747,NUTS_SL_01m_2024.shp,SI031,2021,March,3
2021-04-01,2021-05-01,0.15546557307243347,0.16518260538578033,0.1611171947865014,0.0016920407163750605,65536,33747,NUTS_SL_01m_2024.shp,SI031,2021,April,4
2021-05-01,2021-06-01,0.16400016844272614,0.1685471534729004,0.16658839422052463,0.0008729446768128215,65536,33747,NUTS_SL_01m_2024.shp,SI031,2021,May,5
2021-06-01,2021-07-01,0.14140062034130096,0.1479637175798416,0.1451937022779995,0.0011262229205311178,65536,33747,NUTS_SL_01m_2024.shp,SI031,2021,June,6
2021-07-01,2021-08-01,0.1349521279335022,0.1379367858171463,0.13606485046071054,0.0005410151940202497,65536,33747,NUTS_SL_01m_2024.shp,SI031,2021,July,7
2021-08-01,2021-09-01,0.1510213017463684,0.15593653917312622,0.1532541195680618,0.00110325417598076,65536,33747,NUTS_SL_01m_2024.shp,SI031,2021,August,8
2021-09-01,2021-10-01,0.134951651096344,0.13718338310718536,0.1357536799979531,0.00044968193082483074,65536,33747,NUTS_SL_01m_2024.shp,SI031,2021,September,9
2021-10-01,2021-11-01,0.1259552240371704,0.13259197771549225,0.1288280644659699,0.0013193678458505525,65536,33747,NUTS_SL_01m_2024.shp,SI031,2021,October,10
2021-11-01,2021-12-01,0.14801885187625885,0.1514187604188919,0.14974145511477363,0.0007942103215305814,65536,33747,NUTS_SL_01m_2024.shp,SI031,2021,November,11
2021-12-01,2022-01-01,0.12244775146245956,0.12630701065063477,0.12427444826507872,0.0008133330620693483,65536,33747,NUTS_SL_01m_2024.shp,SI031,2021,December,12
2022-01-01,2022-02-01,0.16420292854309082,0.16757678985595703,0.16571851237071283,0.0008072611457386293,65536,33747,NUTS_SL_01m_2024.shp,SI031,2022,January,1
2022-02-01,2022-03-01,0.1890510469675064,0.19616636633872986,0.1935218266760506,0.0012976813729766341,65536,33747,NUTS_SL_01m_2024.shp,SI031,2022,February,2
2022-03-01,2022-04-01,0.1616101711988449,0.16515564918518066,0.16393765806355048,0.0006963022203243446,65536,33747,NUTS_SL_01m_2024.shp,SI031,2022,March,3
2022-04-01,2022-05-01,0.15667375922203064,0.1640423685312271,0.16146245986169822,0.0012854445026953584,65536,33747,NUTS_SL_01m_2024.shp,SI031,2022,April,4
